"","ID","SCORE","RANK"
"406","ID76749307744",-4.10837825356058,0
"407","ID26077718858",-4.84140093687567,0
"408","ID76349513361",-4.87194354868047,0
"409","ID91768089538",-4.79558701916848,0
"410","ID60327712847",-4.56651743063251,0
"411","ID45870096304",-4.33744784209654,0
"412","ID94078427690",-3.65023907648864,0
"413","ID63184086635",-4.79558701916848,0
"414","ID76544518944",-4.56651743063251,0
"415","ID9204170996",-4.56651743063251,0
"416","ID26832169865",-4.68105222490049,0
"417","ID63300219161",-4.79558701916848,0
"418","ID83404485268",-4.56651743063251,0
"419","ID23230091632",-4.68105222490049,0
"420","ID39707799786",-4.33744784209654,0
"421","ID6684906597",-4.81085832507087,0
"422","ID60927814506",-4.93302877229006,0
"423","ID21537841354",-4.33744784209654,0
"424","ID6508021525",-4.91012181343646,0
"425","ID78394858389",-4.33744784209654,0
"426","ID38512916182",-4.10837825356058,0
"427","ID38956234994",-4.10837825356058,0
"428","ID68561677387",-4.56651743063251,0
"429","ID79530781404",-4.33744784209654,0
"430","ID61843143106",-4.91012181343646,0
"431","ID2206568746",-3.87930866502461,0
"432","ID26756535482",-4.33744784209654,0
"433","ID82753877426",-4.93302877229006,0
"434","ID11337959818",-4.10837825356058,0
"435","ID99861786048",-4.94830007819246,0
"436","ID95608671659",-4.56651743063251,0
"437","ID95770248442",-4.33744784209654,0
"438","ID10028172382",-4.91775746638766,0
"439","ID54169648771",-4.91012181343646,0
"440","ID35372939163",-4.56651743063251,0
"441","ID5673810842",-4.10837825356058,0
"442","ID68096146857",-4.87194354868047,0
"443","ID95141197785",-4.33744784209654,0
"444","ID38007644395",-4.56651743063251,0
"445","ID45180842860",-4.56651743063251,0
"446","ID34588726393",-4.97120703704605,0
"447","ID6165825625",-4.56651743063251,0
"448","ID13861131348",-4.33744784209654,0
"449","ID3247040697",-4.98647834294845,0
"450","ID91897059461",-3.65023907648864,0
"451","ID81151011484",-4.79558701916848,0
"452","ID90057020909",-4.56651743063251,0
"453","ID40415465245",-4.56651743063251,0
"454","ID29633348029",-4.56651743063251,0
"455","ID58612005160",-4.33744784209654,0
"456","ID53701894615",-4.33744784209654,0
"457","ID56390182374",-4.79558701916848,0
"458","ID93796940610",-4.56651743063251,0
"459","ID56314841125",-4.79558701916848,0
"460","ID33961017073",-4.93302877229006,0
"461","ID31054744092",-4.93302877229006,0
"462","ID82143501789",-4.79558701916848,0
"463","ID96887978258",-3.65023907648864,0
"464","ID95468240648",-4.91012181343646,0
"465","ID67716648274",-3.65023907648864,0
"466","ID91586813187",-4.56651743063251,0
"467","ID26748592931",-4.87194354868047,0
"468","ID12194070039",-4.71923048965649,0
"469","ID62096354533",-4.33744784209654,0
"470","ID48756321542",-4.56651743063251,0
"471","ID32466265574",-4.90248616048526,0
"472","ID35443543333",-3.65023907648864,0
"473","ID85901898697",-4.90248616048526,0
"474","ID5458283007",-3.65023907648864,0
"475","ID27868558013",-4.33744784209654,0
"476","ID6401448560",-4.94830007819246,0
"477","ID6771368815",-4.79558701916848,0
"478","ID56918324416",-4.33744784209654,0
"479","ID36938206915",-4.79558701916848,0
"480","ID36106226749",-4.91012181343646,0
"481","ID83900026084",-4.10837825356058,0
"482","ID60322572505",-4.79558701916848,0
"483","ID7023401701",-4.56651743063251,0
"484","ID75025034125",-4.91012181343646,0
"485","ID78757927975",-4.81085832507087,0
"486","ID17247275550",-4.87194354868047,0
"487","ID38058165199",-4.87194354868047,0
"488","ID59004394365",-4.87194354868047,0
"489","ID27012531565",-4.56651743063251,0
"490","ID77481502563",-4.33744784209654,0
"491","ID80919046132",-4.56651743063251,0
"492","ID97003714133",-4.33744784209654,0
"493","ID57254730843",-4.56651743063251,0
"494","ID27474305512",-4.79558701916848,0
"495","ID87581156840",-4.56651743063251,0
"496","ID44946763871",-4.33744784209654,0
"497","ID54244268431",-4.79558701916848,0
"498","ID22510992746",-4.91012181343646,0
"499","ID21881993590",-4.33744784209654,0
"500","ID46569247425",-4.33744784209654,0
"501","ID63801675692",-4.94830007819246,0
"502","ID88965703728",-4.49016090112052,0
"503","ID8136672250",-4.79558701916848,0
"504","ID26334983262",-4.90248616048526,0
"505","ID64311219455",-4.90248616048526,0
"506","ID17943908142",-4.93302877229006,0
"507","ID41130251642",-4.94830007819246,0
"508","ID57983843729",-4.33744784209654,0
"509","ID82528570984",-4.33744784209654,0
"510","ID16698436772",-4.56651743063251,0
"511","ID39787423396",-4.56651743063251,0
"512","ID62755139387",-4.33744784209654,0
"513","ID22848317363",-4.79558701916848,0
"514","ID11460167733",-4.79558701916848,0
"515","ID26540204010",-4.79558701916848,0
"516","ID29761563301",-4.79558701916848,0
"517","ID61677056160",-4.93302877229006,0
"518","ID15772319778",-4.79558701916848,0
"519","ID57156237241",-4.93302877229006,0
"520","ID61468901700",-3.65023907648864,0
"521","ID12016833812",-4.70395918375409,0
"522","ID88456216402",-4.79558701916848,0
"523","ID67019061030",-4.56651743063251,0
"524","ID99972106236",-4.71923048965649,0
"525","ID19550354368",-4.10837825356058,0
"526","ID43145318954",-4.79558701916848,0
"527","ID94848491481",-4.56651743063251,0
"528","ID1006108150",-4.10837825356058,0
"529","ID70365937040",-4.87194354868047,0
"530","ID27808296367",-4.16946347717017,0
"531","ID77199839883",-4.93302877229006,0
"532","ID95362288875",-4.87194354868047,0
"533","ID64397738531",-4.56651743063251,0
"534","ID18180516836",-4.56651743063251,0
"535","ID33735195656",-2.96303031088074,0
"536","ID75899969030",-4.33744784209654,0
"537","ID41358752381",-4.10837825356058,0
"538","ID91111088586",-4.56651743063251,0
"539","ID8250174582",-4.10837825356058,0
"540","ID25106265919",-3.65023907648864,0
"541","ID83434113340",-4.33744784209654,0
"542","ID89020416414",-4.56651743063251,0
"543","ID34633760775",-4.33744784209654,0
"544","ID82397614271",-4.56651743063251,0
"545","ID70738382717",-4.87194354868047,0
"546","ID91480079242",-4.33744784209654,0
"547","ID49865635414",-4.79558701916848,0
"548","ID40157786030",-4.79558701916848,0
"549","ID24498509673",-4.10837825356058,0
"550","ID30979785058",-3.65023907648864,0
"551","ID76614861319",-4.10837825356058,0
"552","ID17249215495",-4.33744784209654,0
"553","ID17425961008",-3.65023907648864,0
"554","ID50954176648",-4.79558701916848,0
"555","ID56346073493",-4.87194354868047,0
"556","ID200873101",-4.86430789572927,0
"557","ID38556231157",-4.91012181343646,0
"558","ID64843005065",-4.87194354868047,0
"559","ID13677799987",-4.33744784209654,0
"560","ID38152160001",-4.84140093687567,0
"561","ID50579943391",-4.56651743063251,0
"562","ID89497109311",-4.56651743063251,0
"563","ID1695641503",-4.71923048965649,0
"564","ID17474275928",-4.98647834294845,0
"565","ID49559385725",-4.56651743063251,0
"566","ID90313902446",-4.68105222490049,0
"567","ID81195523674",-3.65023907648864,0
"568","ID11910289578",-4.79558701916848,0
"569","ID9827450574",-4.87194354868047,0
"570","ID24275677010",-4.96357138409485,0
"571","ID38096983050",-4.56651743063251,0
"572","ID19482959722",-4.87194354868047,0
"573","ID56921990335",-4.91012181343646,0
"574","ID1692759991",-4.56651743063251,0
"575","ID1490612095",-4.10837825356058,0
"576","ID44371752973",-4.56651743063251,0
"577","ID6804913238",-4.87194354868047,0
"578","ID32825801862",-4.79558701916848,0
"579","ID27063754865",-4.56651743063251,0
"580","ID85710225853",-4.79558701916848,0
"581","ID99856055900",-4.87194354868047,0
"582","ID45089453805",-4.68105222490049,0
"583","ID51919056639",-4.87194354868047,0
"584","ID31574604395",-4.79558701916848,0
"585","ID90097754583",-4.10837825356058,0
"586","ID88732336782",-4.75740875441248,0
"587","ID14326768002",-4.90248616048526,0
"588","ID53643609794",-4.79558701916848,0
"589","ID40100467875",-4.79558701916848,0
"590","ID4430845242",-4.79558701916848,0
"591","ID50702011515",-4.33744784209654,0
"592","ID73836257575",-4.71923048965649,0
"593","ID47865923795",-4.33744784209654,0
"594","ID70079994979",-4.87194354868047,0
"595","ID90124241537",-4.79558701916848,0
"596","ID11522330349",-4.59706004243731,0
"597","ID69344302438",-4.16946347717017,0
"598","ID90993271903",-4.79558701916848,0
"599","ID7328870104",-4.91012181343646,0
"600","ID54067328411",-4.87194354868047,0
"601","ID94755678947",-4.87194354868047,0
"602","ID65057479061",-4.87194354868047,0
"603","ID75166890572",-4.79558701916848,0
"604","ID74842503003",-3.65023907648864,0
"605","ID34024463563",-4.90248616048526,0
"606","ID928736757",-2.27582154527284,0
"607","ID4039907177",-4.86430789572927,0
"608","ID23590578941",-2.27582154527284,0
"609","ID28618074314",-4.79558701916848,0
"610","ID11145087942",-4.93302877229006,0
"611","ID47803925279",-4.56651743063251,0
"612","ID96245281396",-0.901404014057039,0
"613","ID87024499050",-4.10837825356058,0
"614","ID21976337964",-3.65023907648864,0
"615","ID86161524423",-4.79558701916848,0
"616","ID98890874906",-4.6428739601445,0
"617","ID65234506626",-2.96303031088074,0
"618","ID34578138745",-4.79558701916848,0
"619","ID72675817493",-4.10837825356058,0
"620","ID8552853627",-4.33744784209654,0
"621","ID22350864029",-4.87194354868047,0
"622","ID83829748902",-4.56651743063251,0
"623","ID2019399358",-4.26109131258455,0
"624","ID87806984310",-4.33744784209654,0
"625","ID82950377549",-4.29926957734055,0
"626","ID61502059810",-4.93302877229006,0
"627","ID28664217111",-4.56651743063251,0
"628","ID76380850130",-4.56651743063251,0
"629","ID7364889563",-4.54361047177891,0
"630","ID75181789870",-3.65023907648864,0
"631","ID31989980829",-4.56651743063251,0
"632","ID43509357629",-4.56651743063251,0
"633","ID67227961945",-4.56651743063251,0
"634","ID81203494817",-4.71923048965649,0
"635","ID49548621824",-4.56651743063251,0
"636","ID88650134107",-4.87194354868047,0
"637","ID16195353454",-4.91775746638766,0
"638","ID52077569324",-4.79558701916848,0
"639","ID14186464070",-4.56651743063251,0
"640","ID52607857972",-3.65023907648864,0
"641","ID23001873829",-4.87194354868047,0
"642","ID85214668365",-4.56651743063251,0
"643","ID39003432793",-4.87194354868047,0
"644","ID88640595082",-4.10837825356058,0
"645","ID54895252853",-4.16946347717017,0
"646","ID42131304527",-4.94830007819246,0
"647","ID89495059330",-4.33744784209654,0
"648","ID42668532041",-4.33744784209654,0
"649","ID61362055717",-4.16946347717017,0
"650","ID89943519835",-4.10837825356058,0
"651","ID10217790869",-4.56651743063251,0
"652","ID62358166166",-2.96303031088074,0
"653","ID17763631752",-4.56651743063251,0
"654","ID94950876755",-4.79558701916848,0
"655","ID55427644334",-4.33744784209654,0
"656","ID76035561587",-4.93302877229006,0
"657","ID52685823781",-4.79558701916848,0
"658","ID44928183334",-4.56651743063251,0
"659","ID99267596797",-3.65023907648864,0
"660","ID56398495080",-4.56651743063251,0
"661","ID41268504663",-4.56651743063251,0
"662","ID37820081383",-4.87194354868047,0
"663","ID21438891916",-4.33744784209654,0
"664","ID5619861746",-4.10837825356058,0
"665","ID18581336372",-4.71923048965649,0
